id_tienda,id_producto,nombre_producto,categoria,ciudad,trend_type,P10,P50_pronostico,P90,sigma_hat,margen_unitario_Cu,costo_hold_Co,critical_ratio_CR,z_score,Q_optimo,stock_actual,PEDIDO_RECOMENDADO,nivel_servicio_pct,agresividad,costo_esperado_opt,costo_esperado_naive,ahorro_vs_naive_COP
STORE_02,PROD_003,Cappuccino,Bebidas,Bogota,down,89.9,97.5,115.0,9.77,3000.0,15.0,0.995,2.578,122.7,32,91,99.5,MUY AGRESIVO,424.23,11756.45,11332.23
STORE_02,PROD_004,Pan de Bono,Alimentos,Bogota,seasonal,80.4,85.9,84.3,1.52,1800.0,20.0,0.989,2.291,89.3,43,46,98.9,MUY AGRESIVO,79.9,1101.64,1021.74
STORE_02,PROD_005,Bunuelo,Alimentos,Bogota,down,101.1,104.0,108.1,2.73,1700.0,20.0,0.9884,2.269,110.2,27,83,98.8,MUY AGRESIVO,142.45,1869.9,1727.45
STORE_02,PROD_006,Croissant,Alimentos,Bogota,seasonal,74.6,78.0,88.4,5.38,2300.0,25.0,0.9892,2.299,90.4,8,82,98.9,MUY AGRESIVO,355.37,4993.24,4637.87
STORE_02,PROD_007,Pastel de Pollo,Alimentos,Bogota,down,95.7,101.5,111.4,6.1,2000.0,30.0,0.9852,2.176,114.8,11,104,98.5,MUY AGRESIVO,463.2,4942.42,4479.22
STORE_02,PROD_008,Jugo de Naranja,Bebidas,Bogota,down,112.9,117.8,121.7,3.42,3000.0,50.0,0.9836,2.135,125.1,20,105,98.4,MUY AGRESIVO,425.95,4157.84,3731.89
STORE_03,PROD_001,Tinto,Bebidas,Bogota,down,104.9,100.4,125.3,7.99,1700.0,10.0,0.9942,2.521,120.6,4,117,99.4,MUY AGRESIVO,227.1,5451.21,5224.11
STORE_03,PROD_002,Cafe con Leche,Bebidas,Bogota,down,70.4,71.3,79.5,3.56,2300.0,15.0,0.9935,2.485,80.1,24,56,99.4,MUY AGRESIVO,149.98,3287.35,3137.37
STORE_03,PROD_003,Cappuccino,Bebidas,Bogota,up,88.8,95.6,105.0,6.32,3000.0,15.0,0.995,2.578,111.9,20,92,99.5,MUY AGRESIVO,274.23,7599.61,7325.38
STORE_03,PROD_004,Pan de Bono,Alimentos,Bogota,random,59.2,65.1,69.0,3.84,1800.0,20.0,0.989,2.291,73.9,21,53,98.9,MUY AGRESIVO,202.3,2789.14,2586.85
STORE_03,PROD_005,Bunuelo,Alimentos,Bogota,random,136.5,145.5,145.3,3.46,1700.0,20.0,0.9884,2.269,153.3,8,145,98.8,MUY AGRESIVO,180.84,2373.9,2193.05
STORE_03,PROD_006,Croissant,Alimentos,Bogota,seasonal,137.2,144.7,145.2,3.13,2300.0,25.0,0.9892,2.299,151.9,18,134,98.9,MUY AGRESIVO,206.48,2901.27,2694.79
STORE_03,PROD_007,Pastel de Pollo,Alimentos,Bogota,up,162.1,171.3,166.0,1.51,2000.0,30.0,0.9852,2.176,174.6,4,171,98.5,MUY AGRESIVO,114.6,1222.81,1108.21
STORE_03,PROD_008,Jugo de Naranja,Bebidas,Bogota,down,129.1,131.0,137.0,3.09,3000.0,50.0,0.9836,2.135,137.6,4,134,98.4,MUY AGRESIVO,384.6,3754.28,3369.68
STORE_04,PROD_001,Tinto,Bebidas,Cali,seasonal,77.2,75.9,76.8,-0.15,1700.0,10.0,0.9942,2.521,75.9,29,47,99.4,MUY AGRESIVO,0.0,0.0,0.0
STORE_04,PROD_002,Cafe con Leche,Bebidas,Cali,random,76.2,80.5,91.0,5.79,2300.0,15.0,0.9935,2.485,94.9,9,86,99.4,MUY AGRESIVO,243.88,5345.64,5101.76
STORE_04,PROD_003,Cappuccino,Bebidas,Cali,down,67.6,72.4,89.4,8.51,3000.0,15.0,0.995,2.578,94.3,15,79,99.5,MUY AGRESIVO,369.23,10232.49,9863.25
STORE_04,PROD_004,Pan de Bono,Alimentos,Cali,down,46.9,46.6,55.5,3.36,1800.0,20.0,0.989,2.291,54.3,6,48,98.9,MUY AGRESIVO,177.11,2441.91,2264.8
STORE_04,PROD_005,Bunuelo,Alimentos,Cali,seasonal,131.2,138.9,145.5,5.58,1700.0,20.0,0.9884,2.269,151.5,5,147,98.8,MUY AGRESIVO,291.88,3831.42,3539.54
STORE_04,PROD_006,Croissant,Alimentos,Cali,seasonal,175.3,193.0,198.8,9.18,2300.0,25.0,0.9892,2.299,214.1,30,184,98.9,MUY AGRESIVO,606.12,8516.47,7910.35
STORE_04,PROD_007,Pastel de Pollo,Alimentos,Cali,up,78.6,77.1,92.8,5.54,2000.0,30.0,0.9852,2.176,89.2,31,58,98.5,MUY AGRESIVO,420.2,4483.57,4063.37
STORE_04,PROD_008,Jugo de Naranja,Bebidas,Cali,down,174.6,184.4,179.9,2.06,3000.0,50.0,0.9836,2.135,188.8,36,153,98.4,MUY AGRESIVO,256.88,2507.52,2250.64
STORE_05,PROD_001,Tinto,Bebidas,Bogota,seasonal,59.1,66.9,69.7,4.15,1700.0,10.0,0.9942,2.521,77.4,38,39,99.4,MUY AGRESIVO,118.09,2834.46,2716.37
STORE_05,PROD_002,Cafe con Leche,Bebidas,Bogota,seasonal,47.4,53.9,59.3,4.66,2300.0,15.0,0.9935,2.485,65.5,10,55,99.4,MUY AGRESIVO,196.36,4303.95,4107.59
STORE_05,PROD_003,Cappuccino,Bebidas,Bogota,down,118.6,122.1,136.4,6.94,3000.0,15.0,0.995,2.578,140.0,33,107,99.5,MUY AGRESIVO,301.15,8345.74,8044.59
STORE_05,PROD_004,Pan de Bono,Alimentos,Bogota,seasonal,30.9,32.8,41.0,3.96,1800.0,20.0,0.989,2.291,41.9,8,34,98.9,MUY AGRESIVO,208.46,2874.16,2665.7
STORE_05,PROD_005,Bunuelo,Alimentos,Bogota,up,124.4,131.6,133.9,3.68,1700.0,20.0,0.9884,2.269,140.0,1,139,98.8,MUY AGRESIVO,192.33,2524.65,2332.32
STORE_05,PROD_006,Croissant,Alimentos,Bogota,seasonal,144.8,146.6,146.1,0.52,2300.0,25.0,0.9892,2.299,147.8,23,125,98.9,MUY AGRESIVO,34.59,486.03,451.44
STORE_05,PROD_007,Pastel de Pollo,Alimentos,Bogota,random,107.0,107.7,118.3,4.41,2000.0,30.0,0.9852,2.176,117.3,4,113,98.5,MUY AGRESIVO,335.02,3574.74,3239.71
STORE_05,PROD_008,Jugo de Naranja,Bebidas,Bogota,seasonal,169.8,183.4,180.3,4.09,3000.0,50.0,0.9836,2.135,192.1,12,180,98.4,MUY AGRESIVO,510.4,4982.21,4471.81
STORE_06,PROD_001,Tinto,Bebidas,Bogota,up,53.8,52.5,60.2,2.48,1700.0,10.0,0.9942,2.521,58.8,3,56,99.4,MUY AGRESIVO,70.47,1691.46,1620.99
STORE_06,PROD_002,Cafe con Leche,Bebidas,Bogota,random,83.4,87.1,88.2,1.84,2300.0,15.0,0.9935,2.485,91.7,9,83,99.4,MUY AGRESIVO,77.6,1700.9,1623.3
STORE_06,PROD_003,Cappuccino,Bebidas,Bogota,seasonal,58.8,62.4,69.0,4.01,3000.0,15.0,0.995,2.578,72.7,43,30,99.5,MUY AGRESIVO,173.84,4817.5,4643.66
STORE_06,PROD_004,Pan de Bono,Alimentos,Bogota,random,39.2,37.1,45.7,2.54,1800.0,20.0,0.989,2.291,43.0,18,25,98.9,MUY AGRESIVO,133.64,1842.54,1708.9
STORE_06,PROD_005,Bunuelo,Alimentos,Bogota,random,81.0,90.0,89.1,3.16,1700.0,20.0,0.9884,2.269,97.2,3,94,98.8,MUY AGRESIVO,165.1,2167.24,2002.14
STORE_06,PROD_006,Croissant,Alimentos,Bogota,seasonal,77.8,80.5,92.7,5.8,2300.0,25.0,0.9892,2.299,93.8,25,69,98.9,MUY AGRESIVO,382.68,5376.94,4994.27
STORE_06,PROD_007,Pastel de Pollo,Alimentos,Bogota,down,170.9,186.8,186.9,6.25,2000.0,30.0,0.9852,2.176,200.4,37,163,98.5,MUY AGRESIVO,474.59,5063.95,4589.36
STORE_06,PROD_008,Jugo de Naranja,Bebidas,Bogota,random,121.5,118.4,124.6,1.22,3000.0,50.0,0.9836,2.135,121.0,3,118,98.4,MUY AGRESIVO,152.56,1489.17,1336.62
STORE_07,PROD_001,Tinto,Bebidas,Bogota,random,24.0,22.8,36.3,4.79,1700.0,10.0,0.9942,2.521,34.9,27,8,99.4,MUY AGRESIVO,136.19,3268.96,3132.77
STORE_07,PROD_002,Cafe con Leche,Bebidas,Bogota,seasonal,42.0,43.9,56.9,5.81,2300.0,15.0,0.9935,2.485,58.3,15,43,99.4,MUY AGRESIVO,244.96,5369.24,5124.28
STORE_07,PROD_003,Cappuccino,Bebidas,Bogota,down,42.3,44.2,51.9,3.74,3000.0,15.0,0.995,2.578,53.8,18,36,99.5,MUY AGRESIVO,162.29,4497.52,4335.23
STORE_07,PROD_004,Pan de Bono,Alimentos,Bogota,random,29.0,31.4,37.3,3.21,1800.0,20.0,0.989,2.291,38.8,55,0,98.9,MUY AGRESIVO,169.08,2331.23,2162.15
STORE_07,PROD_005,Bunuelo,Alimentos,Bogota,down,33.1,36.0,46.4,5.18,1700.0,20.0,0.9884,2.269,47.8,0,48,98.8,MUY AGRESIVO,270.68,3553.18,3282.49
STORE_07,PROD_006,Croissant,Alimentos,Bogota,seasonal,46.0,50.5,52.8,2.66,2300.0,25.0,0.9892,2.299,56.6,20,37,98.9,MUY AGRESIVO,175.53,2466.33,2290.8
STORE_07,PROD_007,Pastel de Pollo,Alimentos,Bogota,seasonal,37.5,36.5,51.4,5.41,2000.0,30.0,0.9852,2.176,48.2,1,47,98.5,MUY AGRESIVO,410.72,4382.44,3971.72
STORE_07,PROD_008,Jugo de Naranja,Bebidas,Bogota,seasonal,52.7,55.6,59.6,2.7,3000.0,50.0,0.9836,2.135,61.3,31,30,98.4,MUY AGRESIVO,336.47,3284.38,2947.91
STORE_08,PROD_001,Tinto,Bebidas,Bogota,random,83.1,86.1,98.9,6.17,1700.0,10.0,0.9942,2.521,101.7,45,57,99.4,MUY AGRESIVO,175.22,4205.79,4030.58
STORE_08,PROD_002,Cafe con Leche,Bebidas,Bogota,seasonal,101.6,112.6,118.6,6.64,2300.0,15.0,0.9935,2.485,129.1,1,128,99.4,MUY AGRESIVO,279.61,6128.8,5849.19
STORE_08,PROD_003,Cappuccino,Bebidas,Bogota,down,119.7,122.6,134.9,5.92,3000.0,15.0,0.995,2.578,137.9,0,138,99.5,MUY AGRESIVO,256.93,7120.09,6863.17
STORE_08,PROD_004,Pan de Bono,Alimentos,Bogota,random,62.5,61.2,74.3,4.58,1800.0,20.0,0.989,2.291,71.7,62,10,98.9,MUY AGRESIVO,241.04,3323.29,3082.26
STORE_08,PROD_005,Bunuelo,Alimentos,Bogota,seasonal,169.1,205.3,205.2,14.06,1700.0,20.0,0.9884,2.269,237.2,52,185,98.8,MUY AGRESIVO,734.89,9646.65,8911.76
STORE_08,PROD_006,Croissant,Alimentos,Bogota,down,154.3,152.6,156.9,1.03,2300.0,25.0,0.9892,2.299,154.9,51,104,98.9,MUY AGRESIVO,68.31,959.78,891.47
STORE_08,PROD_007,Pastel de Pollo,Alimentos,Bogota,up,175.0,223.6,234.0,23.03,2000.0,30.0,0.9852,2.176,273.7,56,218,98.5,MUY AGRESIVO,1748.02,18651.59,16903.57
STORE_08,PROD_008,Jugo de Naranja,Bebidas,Bogota,seasonal,131.1,130.8,144.3,5.15,3000.0,50.0,0.9836,2.135,141.8,13,129,98.4,MUY AGRESIVO,642.53,6271.96,5629.43
STORE_09,PROD_001,Tinto,Bebidas,Medellin,up,44.5,50.7,49.4,1.88,1700.0,10.0,0.9942,2.521,55.4,75,0,99.4,MUY AGRESIVO,53.35,1280.6,1227.25
STORE_09,PROD_002,Cafe con Leche,Bebidas,Medellin,down,34.2,32.8,44.1,3.84,2300.0,15.0,0.9935,2.485,42.3,44,0,99.4,MUY AGRESIVO,161.96,3549.96,3388.0
STORE_09,PROD_003,Cappuccino,Bebidas,Medellin,up,48.9,57.4,67.2,7.15,3000.0,15.0,0.995,2.578,75.9,2,74,99.5,MUY AGRESIVO,310.32,8599.76,8289.45
STORE_09,PROD_004,Pan de Bono,Alimentos,Medellin,down,32.7,37.1,40.1,2.88,1800.0,20.0,0.989,2.291,43.7,33,11,98.9,MUY AGRESIVO,151.58,2089.91,1938.33
STORE_09,PROD_005,Bunuelo,Alimentos,Medellin,up,62.5,66.2,78.8,6.34,1700.0,20.0,0.9884,2.269,80.6,24,57,98.8,MUY AGRESIVO,331.55,4352.14,4020.59
STORE_09,PROD_006,Croissant,Alimentos,Medellin,random,57.3,63.1,72.2,5.81,2300.0,25.0,0.9892,2.299,76.5,2,74,98.9,MUY AGRESIVO,383.72,5391.53,5007.81
STORE_09,PROD_007,Pastel de Pollo,Alimentos,Medellin,seasonal,83.5,86.5,91.2,3.01,2000.0,30.0,0.9852,2.176,93.0,26,67,98.5,MUY AGRESIVO,228.25,2435.49,2207.24
STORE_09,PROD_008,Jugo de Naranja,Bebidas,Medellin,seasonal,90.0,95.0,98.3,3.25,3000.0,50.0,0.9836,2.135,102.0,13,89,98.4,MUY AGRESIVO,405.05,3953.89,3548.84
STORE_10,PROD_001,Tinto,Bebidas,Bogota,down,35.6,36.3,41.1,2.13,1700.0,10.0,0.9942,2.521,41.7,38,4,99.4,MUY AGRESIVO,60.67,1456.33,1395.66
STORE_10,PROD_002,Cafe con Leche,Bebidas,Bogota,random,74.3,79.4,81.7,2.91,2300.0,15.0,0.9935,2.485,86.6,34,53,99.4,MUY AGRESIVO,122.68,2689.11,2566.42
STORE_10,PROD_003,Cappuccino,Bebidas,Bogota,seasonal,64.3,73.2,80.6,6.38,3000.0,15.0,0.995,2.578,89.6,57,33,99.5,MUY AGRESIVO,276.82,7671.42,7394.6
STORE_10,PROD_004,Pan de Bono,Alimentos,Bogota,random,30.1,31.6,39.6,3.69,1800.0,20.0,0.989,2.291,40.1,1,39,98.9,MUY AGRESIVO,194.18,2677.2,2483.02
STORE_10,PROD_005,Bunuelo,Alimentos,Bogota,random,93.4,96.7,104.8,4.45,1700.0,20.0,0.9884,2.269,106.8,24,83,98.8,MUY AGRESIVO,232.47,3051.53,2819.07
STORE_10,PROD_006,Croissant,Alimentos,Bogota,seasonal,98.8,99.6,102.4,1.43,2300.0,25.0,0.9892,2.299,102.9,9,94,98.9,MUY AGRESIVO,94.67,1330.2,1235.53
STORE_10,PROD_007,Pastel de Pollo,Alimentos,Bogota,up,110.9,112.5,117.1,2.43,2000.0,30.0,0.9852,2.176,117.7,29,89,98.5,MUY AGRESIVO,184.65,1970.21,1785.57
STORE_10,PROD_008,Jugo de Naranja,Bebidas,Bogota,up,69.5,76.1,76.6,2.78,3000.0,50.0,0.9836,2.135,82.0,18,64,98.4,MUY AGRESIVO,346.1,3378.38,3032.28
STORE_11,PROD_001,Tinto,Bebidas,Bogota,seasonal,53.7,60.2,61.0,2.84,1700.0,10.0,0.9942,2.521,67.4,13,54,99.4,MUY AGRESIVO,80.79,1939.21,1858.43
STORE_11,PROD_002,Cafe con Leche,Bebidas,Bogota,random,113.0,114.1,130.9,7.01,2300.0,15.0,0.9935,2.485,131.5,0,132,99.4,MUY AGRESIVO,295.21,6470.78,6175.57
STORE_11,PROD_003,Cappuccino,Bebidas,Bogota,seasonal,70.7,81.3,79.6,3.48,3000.0,15.0,0.995,2.578,90.3,18,72,99.5,MUY AGRESIVO,151.19,4189.83,4038.65
STORE_11,PROD_004,Pan de Bono,Alimentos,Bogota,random,48.6,46.4,55.7,2.74,1800.0,20.0,0.989,2.291,52.7,10,43,98.9,MUY AGRESIVO,144.4,1990.87,1846.47
STORE_11,PROD_005,Bunuelo,Alimentos,Bogota,down,161.6,173.5,176.1,5.65,1700.0,20.0,0.9884,2.269,186.3,8,178,98.8,MUY AGRESIVO,295.28,3876.0,3580.72
STORE_11,PROD_006,Croissant,Alimentos,Bogota,down,130.5,135.5,139.4,3.5,2300.0,25.0,0.9892,2.299,143.5,89,55,98.9,MUY AGRESIVO,230.89,3244.25,3013.35
STORE_11,PROD_007,Pastel de Pollo,Alimentos,Bogota,seasonal,71.6,73.5,79.4,3.04,2000.0,30.0,0.9852,2.176,80.1,24,56,98.5,MUY AGRESIVO,230.39,2458.32,2227.92
STORE_11,PROD_008,Jugo de Naranja,Bebidas,Bogota,down,92.2,93.6,100.3,3.18,3000.0,50.0,0.9836,2.135,100.4,15,85,98.4,MUY AGRESIVO,396.9,3874.26,3477.37
STORE_12,PROD_001,Tinto,Bebidas,Medellin,down,87.6,87.8,97.3,3.78,1700.0,10.0,0.9942,2.521,97.4,40,57,99.4,MUY AGRESIVO,107.4,2577.89,2470.49
STORE_12,PROD_002,Cafe con Leche,Bebidas,Medellin,down,77.4,84.0,89.2,4.61,2300.0,15.0,0.9935,2.485,95.4,5,90,99.4,MUY AGRESIVO,194.35,4259.98,4065.63
STORE_12,PROD_003,Cappuccino,Bebidas,Medellin,seasonal,118.1,125.8,130.4,4.79,3000.0,15.0,0.995,2.578,138.1,19,119,99.5,MUY AGRESIVO,207.88,5760.87,5552.99
STORE_12,PROD_004,Pan de Bono,Alimentos,Medellin,down,72.0,75.5,74.1,0.79,1800.0,20.0,0.989,2.291,77.3,39,38,98.9,MUY AGRESIVO,41.4,570.78,529.38
STORE_12,PROD_005,Bunuelo,Alimentos,Medellin,seasonal,119.4,124.2,126.8,2.88,1700.0,20.0,0.9884,2.269,130.7,2,129,98.8,MUY AGRESIVO,150.72,1978.47,1827.75
STORE_12,PROD_006,Croissant,Alimentos,Medellin,seasonal,122.5,133.7,131.4,3.46,2300.0,25.0,0.9892,2.299,141.6,5,137,98.9,MUY AGRESIVO,228.12,3205.29,2977.17
STORE_12,PROD_007,Pastel de Pollo,Alimentos,Medellin,seasonal,136.5,144.9,145.4,3.47,2000.0,30.0,0.9852,2.176,152.4,1,151,98.5,MUY AGRESIVO,263.39,2810.45,2547.06
STORE_12,PROD_008,Jugo de Naranja,Bebidas,Medellin,random,123.6,126.1,133.7,3.95,3000.0,50.0,0.9836,2.135,134.5,97,38,98.4,MUY AGRESIVO,492.07,4803.33,4311.26
STORE_13,PROD_001,Tinto,Bebidas,Medellin,seasonal,43.6,50.2,53.9,4.02,1700.0,10.0,0.9942,2.521,60.3,17,43,99.4,MUY AGRESIVO,114.37,2745.25,2630.88
STORE_13,PROD_002,Cafe con Leche,Bebidas,Medellin,random,75.8,83.3,83.6,3.01,2300.0,15.0,0.9935,2.485,90.8,13,78,99.4,MUY AGRESIVO,126.93,2782.21,2655.27
STORE_13,PROD_003,Cappuccino,Bebidas,Medellin,down,66.7,77.3,79.6,5.05,3000.0,15.0,0.995,2.578,90.3,8,82,99.5,MUY AGRESIVO,218.98,6068.61,5849.63
STORE_13,PROD_004,Pan de Bono,Alimentos,Medellin,random,45.4,48.6,56.8,4.42,1800.0,20.0,0.989,2.291,58.8,11,48,98.9,MUY AGRESIVO,233.01,3212.68,2979.66
STORE_13,PROD_005,Bunuelo,Alimentos,Medellin,seasonal,97.9,104.6,107.0,3.53,1700.0,20.0,0.9884,2.269,112.6,29,84,98.8,MUY AGRESIVO,184.37,2420.12,2235.75
STORE_13,PROD_006,Croissant,Alimentos,Medellin,seasonal,67.9,71.6,71.7,1.47,2300.0,25.0,0.9892,2.299,75.0,49,26,98.9,MUY AGRESIVO,96.72,1359.0,1262.28
STORE_13,PROD_007,Pastel de Pollo,Alimentos,Medellin,seasonal,82.9,86.1,89.1,2.42,2000.0,30.0,0.9852,2.176,91.4,2,89,98.5,MUY AGRESIVO,183.34,1956.24,1772.9
STORE_13,PROD_008,Jugo de Naranja,Bebidas,Medellin,random,110.4,118.2,118.2,3.03,3000.0,50.0,0.9836,2.135,124.7,7,118,98.4,MUY AGRESIVO,378.03,3690.09,3312.06
STORE_14,PROD_001,Tinto,Bebidas,Bogota,down,61.5,69.8,77.7,6.29,1700.0,10.0,0.9942,2.521,85.6,4,82,99.4,MUY AGRESIVO,178.82,4292.23,4113.41
STORE_14,PROD_002,Cafe con Leche,Bebidas,Bogota,down,72.2,82.9,84.2,4.66,2300.0,15.0,0.9935,2.485,94.4,11,83,99.4,MUY AGRESIVO,196.25,4301.64,4105.39
STORE_14,PROD_003,Cappuccino,Bebidas,Bogota,seasonal,82.8,92.5,103.4,8.05,3000.0,15.0,0.995,2.578,113.2,15,98,99.5,MUY AGRESIVO,349.31,9680.27,9330.96
STORE_14,PROD_004,Pan de Bono,Alimentos,Bogota,random,61.4,66.5,65.9,1.74,1800.0,20.0,0.989,2.291,70.5,25,45,98.9,MUY AGRESIVO,91.71,1264.5,1172.78
STORE_14,PROD_005,Bunuelo,Alimentos,Bogota,up,160.0,173.3,174.6,5.69,1700.0,20.0,0.9884,2.269,186.2,41,145,98.8,MUY AGRESIVO,297.46,3904.66,3607.2
STORE_14,PROD_006,Croissant,Alimentos,Bogota,seasonal,103.0,102.0,111.1,3.16,2300.0,25.0,0.9892,2.299,109.2,15,94,98.9,MUY AGRESIVO,208.34,2927.33,2718.99
STORE_14,PROD_007,Pastel de Pollo,Alimentos,Bogota,seasonal,127.5,135.9,133.1,2.19,2000.0,30.0,0.9852,2.176,140.6,13,128,98.5,MUY AGRESIVO,166.07,1771.96,1605.9
STORE_14,PROD_008,Jugo de Naranja,Bebidas,Bogota,random,102.2,114.4,114.5,4.82,3000.0,50.0,0.9836,2.135,124.7,17,108,98.4,MUY AGRESIVO,600.85,5865.18,5264.33
STORE_15,PROD_001,Tinto,Bebidas,Bogota,random,45.3,49.6,52.2,2.67,1700.0,10.0,0.9942,2.521,56.3,43,13,99.4,MUY AGRESIVO,75.9,1821.88,1745.98
STORE_15,PROD_002,Cafe con Leche,Bebidas,Bogota,down,71.5,74.4,74.5,1.17,2300.0,15.0,0.9935,2.485,77.4,20,57,99.4,MUY AGRESIVO,49.5,1084.97,1035.47
STORE_15,PROD_003,Cappuccino,Bebidas,Bogota,down,44.2,53.7,57.6,5.22,3000.0,15.0,0.995,2.578,67.1,30,37,99.5,MUY AGRESIVO,226.52,6277.49,6050.97
STORE_15,PROD_004,Pan de Bono,Alimentos,Bogota,up,61.4,62.6,68.5,2.77,1800.0,20.0,0.989,2.291,69.0,25,44,98.9,MUY AGRESIVO,146.0,2012.98,1866.98
STORE_15,PROD_005,Bunuelo,Alimentos,Bogota,seasonal,95.2,99.0,114.6,7.57,1700.0,20.0,0.9884,2.269,116.2,51,65,98.8,MUY AGRESIVO,395.62,5193.15,4797.53
STORE_15,PROD_006,Croissant,Alimentos,Bogota,up,144.3,152.0,152.9,3.35,2300.0,25.0,0.9892,2.299,159.7,33,127,98.9,MUY AGRESIVO,221.13,3107.1,2885.97
STORE_15,PROD_007,Pastel de Pollo,Alimentos,Bogota,random,116.6,124.8,123.3,2.62,2000.0,30.0,0.9852,2.176,130.5,8,123,98.5,MUY AGRESIVO,198.88,2122.04,1923.16
STORE_15,PROD_008,Jugo de Naranja,Bebidas,Bogota,down,108.8,109.5,112.4,1.4,3000.0,50.0,0.9836,2.135,112.5,38,75,98.4,MUY AGRESIVO,174.34,1701.82,1527.48
STORE_16,PROD_001,Tinto,Bebidas,Bogota,down,82.0,86.2,91.6,3.71,1700.0,10.0,0.9942,2.521,95.6,12,84,99.4,MUY AGRESIVO,105.5,2532.43,2426.93
STORE_16,PROD_002,Cafe con Leche,Bebidas,Bogota,down,148.7,150.0,175.5,10.46,2300.0,15.0,0.9935,2.485,176.0,37,139,99.4,MUY AGRESIVO,440.71,9659.84,9219.14
STORE_16,PROD_003,Cappuccino,Bebidas,Bogota,seasonal,103.3,102.9,121.5,7.08,3000.0,15.0,0.995,2.578,121.2,47,74,99.5,MUY AGRESIVO,307.28,8515.6,8208.32
STORE_16,PROD_004,Pan de Bono,Alimentos,Bogota,seasonal,39.1,41.5,42.8,1.43,1800.0,20.0,0.989,2.291,44.8,23,22,98.9,MUY AGRESIVO,75.24,1037.41,962.17
STORE_16,PROD_005,Bunuelo,Alimentos,Bogota,up,168.0,227.8,236.1,26.56,1700.0,20.0,0.9884,2.269,288.1,25,263,98.8,MUY AGRESIVO,1388.33,18224.2,16835.87
STORE_16,PROD_006,Croissant,Alimentos,Bogota,seasonal,177.7,204.7,200.3,8.81,2300.0,25.0,0.9892,2.299,224.9,3,222,98.9,MUY AGRESIVO,581.48,8170.26,7588.79
STORE_16,PROD_007,Pastel de Pollo,Alimentos,Bogota,down,159.5,164.7,169.5,3.88,2000.0,30.0,0.9852,2.176,173.1,7,166,98.5,MUY AGRESIVO,294.5,3142.36,2847.86
STORE_16,PROD_008,Jugo de Naranja,Bebidas,Bogota,down,146.2,147.1,155.1,3.45,3000.0,50.0,0.9836,2.135,154.4,16,138,98.4,MUY AGRESIVO,429.73,4194.79,3765.06
STORE_17,PROD_001,Tinto,Bebidas,Medellin,down,34.4,37.1,40.8,2.49,1700.0,10.0,0.9942,2.521,43.4,0,43,99.4,MUY AGRESIVO,70.85,1700.6,1629.75
STORE_17,PROD_002,Cafe con Leche,Bebidas,Medellin,seasonal,46.3,57.4,57.2,4.28,2300.0,15.0,0.9935,2.485,68.1,37,31,99.4,MUY AGRESIVO,180.28,3951.57,3771.29
STORE_17,PROD_003,Cappuccino,Bebidas,Medellin,random,39.7,43.6,45.7,2.33,3000.0,15.0,0.995,2.578,49.6,9,41,99.5,MUY AGRESIVO,101.25,2805.85,2704.6
